ZipCode,Latitude,Longitude,County_Name,Population_2010,Description
66838,38.5674,-96.8396,Morris County,5923,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
66846,38.6959,-96.5469,Morris County,5923,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
66849,38.8389,-96.5802,Morris County,5923,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
66872,38.789,-96.7637,Morris County,5923,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
66873,38.6361,-96.6753,Morris County,5923,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
67003,37.1512,-98.0285,Harper County,6034,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
67009,37.2528,-98.2264,Harper County,6034,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
67018,37.0838,-97.8754,Harper County,6034,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
67024,37.1265,-96.4701,Chautauqua County,3669,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
67036,37.2674,-97.8689,Harper County,6034,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
67049,37.1903,-97.8634,Harper County,6034,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
67058,37.2909,-98.018,Harper County,6034,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
67150,37.0022,-98.1826,Harper County,6034,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
67334,37.0262,-96.1783,Chautauqua County,3669,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
67345,37.3745,-96.1959,Elk County,2882,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
67346,37.3668,-96.4396,Elk County,2882,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
67349,37.4809,-96.2563,Elk County,2882,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
67352,37.3905,-96.0814,Elk County,2882,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
67353,37.3649,-96.3069,Elk County,2882,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
67355,37.037,-96.0121,Chautauqua County,3669,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
67360,37.0568,-96.1404,Chautauqua County,3669,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
67361,37.1297,-96.1732,Chautauqua County,3669,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68019,41.7715,-96.3924,Burt County,6858,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68020,41.9966,-96.2595,Burt County,6858,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68038,41.9442,-96.4661,Burt County,6858,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68039,42.1177,-96.3589,Thurston County,6940,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68045,41.8384,-96.4671,Burt County,6858,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68047,42.1177,-96.7189,Thurston County,6940,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68055,42.0574,-96.4929,Thurston County,6940,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68061,41.7819,-96.2281,Burt County,6858,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68062,42.1882,-96.6904,Thurston County,6940,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68067,42.1485,-96.4803,Thurston County,6940,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68071,42.2339,-96.4685,Thurston County,6940,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68329,40.4986,-96.1526,Johnson County,5217,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68332,40.3166,-96.4116,Johnson County,5217,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68348,40.2977,-96.1421,Johnson County,5217,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68351,40.6341,-97.4424,Fillmore County,5890,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68354,40.6404,-97.5873,Fillmore County,5890,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68361,40.5277,-97.6096,Fillmore County,5890,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68365,40.6402,-97.7403,Fillmore County,5890,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68406,40.4952,-97.3997,Fillmore County,5890,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68416,40.4065,-97.4427,Fillmore County,5890,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68436,40.4077,-97.7143,Fillmore County,5890,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68443,40.4637,-96.3867,Johnson County,5217,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68444,40.4156,-97.587,Fillmore County,5890,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68450,40.3697,-96.205,Johnson County,5217,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68452,40.3968,-97.861,Clay County,6542,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68638,41.3633,-97.9692,Nance County,3735,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68640,41.4468,-97.764,Nance County,3735,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68665,41.6874,-98.3715,Greeley County,2538,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68817,41.2672,-98.8034,Sherman County,3152,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68842,41.5526,-98.53,Greeley County,2538,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68844,41.0934,-99.0719,Sherman County,3152,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68852,41.1686,-99.1415,Sherman County,3152,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68853,41.2845,-98.9751,Sherman County,3152,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68871,41.1108,-98.8578,Sherman County,3152,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68875,41.4837,-98.6893,Greeley County,2538,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68882,41.4244,-98.3995,Greeley County,2538,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68933,40.5113,-98.0386,Clay County,6542,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68934,40.354,-98.14,Clay County,6542,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68935,40.3652,-97.9727,Clay County,6542,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68938,40.4285,-98.1063,Clay County,6542,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68941,40.4931,-98.2465,Clay County,6542,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68944,40.6265,-98.0846,Clay County,6542,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68954,40.5899,-98.2234,Clay County,6542,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68975,40.6021,-97.9388,Clay County,6542,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68979,40.6056,-97.8592,Clay County,6542,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
68980,40.6795,-98.2734,Clay County,6542,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
69128,41.2139,-103.9075,Kimball County,3821,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
69133,41.227,-103.4796,Kimball County,3821,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
69145,41.2321,-103.6602,Kimball County,3821,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
71019,32.0231,-93.2648,Red River Parish,9091,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
71034,32.1752,-93.3047,Red River Parish,9091,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
71415,32.0344,-92.1381,Caldwell Parish,10132,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
71418,32.1022,-92.1177,Caldwell Parish,10132,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
71435,32.067,-92.1698,Caldwell Parish,10132,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
71441,31.9648,-92.1825,Caldwell Parish,10132,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
71826,33.107,-93.6275,Lafayette County,7645,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
71827,33.3753,-93.447,Lafayette County,7645,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
71845,33.3736,-93.5953,Lafayette County,7645,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
71860,33.3569,-93.5013,Lafayette County,7645,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
71935,34.3913,-93.7637,Montgomery County,9487,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
71957,34.5612,-93.5749,Montgomery County,9487,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
71960,34.4596,-93.6743,Montgomery County,9487,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
71961,34.6113,-93.8211,Montgomery County,9487,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
71965,34.6399,-93.7429,Montgomery County,9487,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
71966,34.619,-93.7769,Montgomery County,9487,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
71969,34.6462,-93.6741,Montgomery County,9487,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
71970,34.6687,-93.5376,Montgomery County,9487,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
72013,35.4683,-92.3779,Van Buren County,17295,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
72017,34.8733,-91.3945,Prairie County,8715,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
72028,35.5773,-92.5456,Van Buren County,17295,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
72031,35.6045,-92.4758,Van Buren County,17295,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
72039,35.3673,-92.4096,Van Buren County,17295,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
72040,34.9751,-91.5113,Prairie County,8715,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
72041,34.7447,-91.4982,Prairie County,8715,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
72064,34.7838,-91.5767,Prairie County,8715,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
72066,34.9901,-91.7368,Prairie County,8715,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
72088,35.6027,-92.2742,Van Buren County,17295,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
72141,35.508,-92.5867,Van Buren County,17295,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
72153,35.6498,-92.3143,Van Buren County,17295,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
72170,34.5772,-91.4633,Prairie County,8715,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
72629,35.7252,-92.5575,Van Buren County,17295,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
73456,34.1679,-97.6029,Jefferson County,6472,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
73520,34.2445,-97.967,Jefferson County,6472,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
73548,34.2251,-98.1075,Jefferson County,6472,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
73561,34.0313,-97.6481,Jefferson County,6472,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
73565,34.0238,-97.9461,Jefferson County,6472,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
73569,33.9379,-97.8053,Jefferson County,6472,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
73573,34.1745,-97.9973,Jefferson County,6472,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75415,33.4768,-95.7689,Delta County,5231,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75432,33.3812,-95.6623,Delta County,5231,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75440,32.875,-95.7418,Rains County,10914,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75441,33.4291,-95.6518,Delta County,5231,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75448,33.3034,-95.8018,Delta County,5231,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75450,33.4116,-95.4551,Delta County,5231,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75469,33.4196,-95.8262,Delta County,5231,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75472,32.9007,-95.8903,Rains County,10914,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75564,32.8718,-94.2729,Marion County,10546,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75657,32.8059,-94.3655,Marion County,10546,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75831,31.4121,-95.9904,Leon County,16801,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75833,31.272,-95.9213,Leon County,16801,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75846,31.3739,-96.1918,Leon County,16801,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75850,31.1421,-95.9284,Leon County,16801,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75855,31.5849,-95.8491,Leon County,16801,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75930,31.3391,-93.9993,Sabine County,10834,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75948,31.3161,-93.7905,Sabine County,10834,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75959,31.4324,-93.8457,Sabine County,10834,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
75968,31.2418,-93.9754,Sabine County,10834,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
76380,33.5914,-99.2587,Baylor County,3726,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
76430,32.719,-99.3196,Shackelford County,3378,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
76464,32.5549,-99.1656,Shackelford County,3378,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
76837,31.2192,-99.8407,Concho County,4087,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
76855,31.5663,-100.0759,Concho County,4087,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
76862,31.4167,-99.7171,Concho County,4087,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
76866,31.5048,-99.9139,Concho County,4087,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
76933,31.8789,-100.2988,Coke County,3320,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
76936,30.8667,-100.5889,Schleicher County,3461,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
76937,31.3617,-100.0922,Concho County,4087,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
76945,31.8951,-100.5104,Coke County,3320,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
76949,32.0484,-100.6922,Coke County,3320,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
76951,31.8351,-101.0017,Sterling County,1143,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
76953,31.7397,-100.2884,Coke County,3320,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
77850,31.3138,-95.9935,Leon County,16801,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
77855,31.1593,-96.1234,Leon County,16801,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
77865,31.2309,-96.2375,Leon County,16801,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
77871,31.0705,-96.125,Leon County,16801,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
78022,28.3204,-98.1162,Live Oak County,11531,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
78060,28.4492,-98.1019,Live Oak County,11531,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
78071,28.4756,-98.1782,Live Oak County,11531,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
78075,28.6373,-98.2565,Live Oak County,11531,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
78350,28.2264,-97.9617,Live Oak County,11531,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
78606,30.0874,-98.4107,Blanco County,10497,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
78635,30.2269,-98.5396,Blanco County,10497,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
78636,30.2948,-98.3691,Blanco County,10497,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
78663,30.4429,-98.4365,Blanco County,10497,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
79220,33.7718,-100.8021,Dickens County,2444,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
79226,34.9529,-100.8952,Donley County,3677,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
79229,33.628,-100.8197,Dickens County,2444,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
79237,34.8698,-100.6806,Donley County,3677,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
79240,34.8843,-100.7674,Donley County,3677,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
79243,33.7413,-100.9833,Dickens County,2444,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
79370,33.479,-100.8571,Dickens County,2444,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
79534,32.7787,-100.2168,Fisher County,3974,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
79543,32.722,-100.4008,Fisher County,3974,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
79546,32.8555,-100.4705,Fisher County,3974,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
79560,32.7209,-100.2543,Fisher County,3974,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
79738,32.7523,-101.45,Borden County,641,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
79739,31.8491,-101.5269,Glasscock County,1226,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
79752,31.1319,-102.2153,Upton County,3355,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
79755,31.5424,-101.9244,Upton County,3355,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
79778,31.2266,-101.9441,Upton County,3355,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
80804,39.3025,-103.271,Lincoln County,5467,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
80818,39.3383,-103.4607,Lincoln County,5467,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
80821,39.0843,-103.499,Lincoln County,5467,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
80823,38.7119,-103.5006,Lincoln County,5467,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
80826,39.2639,-103.6922,Lincoln County,5467,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
80828,39.2713,-103.6856,Lincoln County,5467,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
81033,38.1931,-103.8561,Crowley County,5823,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
81034,38.1931,-103.8561,Crowley County,5823,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
81062,38.2019,-103.941,Crowley County,5823,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
81063,38.2095,-103.8003,Crowley County,5823,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
81076,38.2444,-103.6556,Crowley County,5823,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
